,X0.875886524822695,X0.897163120567376,X0.907801418439716,X0.893617021276596,X0.890070921985816,X0.890070921985816.1,X0.882978723404255,X0.851063829787234,X0.907801418439716.1
1,0.8758865248226949,0.897163120567376,0.907801418439716,0.8936170212765959,0.8900709219858159,0.8900709219858159,0.8829787234042551,0.851063829787234,0.907801418439716
