,X0.879432624113475,X0.893617021276596,X0.886524822695035,X0.882978723404255,X0.879432624113475.1,X0.890070921985816,X0.882978723404255.1,X0.858156028368794,X0.897163120567376
1,0.8794326241134749,0.8936170212765959,0.8865248226950351,0.8829787234042551,0.8794326241134749,0.8900709219858159,0.8829787234042551,0.858156028368794,0.897163120567376
