,X0.879432624113475,X0.900709219858156,X0.904255319148936,X0.882978723404255,X0.882978723404255.1,X0.893617021276596,X0.890070921985816,X0.854609929078014,X0.904255319148936.1
1,0.8794326241134749,0.9007092198581559,0.904255319148936,0.8829787234042551,0.8829787234042551,0.8936170212765959,0.8900709219858159,0.854609929078014,0.904255319148936
