,X0.904255319148936,X0.890070921985816,X0.918439716312057,X0.890070921985816.1,X0.904255319148936.1,X0.882978723404255,X0.879432624113475,X0.858156028368794,X0.925531914893617
1,0.904255319148936,0.8900709219858159,0.9184397163120571,0.8900709219858159,0.904255319148936,0.8829787234042551,0.8794326241134749,0.858156028368794,0.9255319148936171
