,X0.805555555555556,X0.805555555555556.1,X0.808201058201058,X0.788359788359788,X0.756613756613757,X0.793650793650794,X0.793650793650794.1,X0.813492063492063,X0.781746031746032
1,0.805555555555556,0.805555555555556,0.8082010582010579,0.7883597883597879,0.756613756613757,0.793650793650794,0.793650793650794,0.8134920634920629,0.781746031746032
