,X0.751322751322751,X0.773809523809524,X0.775132275132275,X0.740740740740741,X0.715608465608466,X0.757936507936508,X0.764550264550265,X0.775132275132275.1,X0.751322751322751.1
1,0.7513227513227511,0.7738095238095241,0.7751322751322751,0.7407407407407409,0.7156084656084659,0.7579365079365079,0.7645502645502651,0.7751322751322751,0.7513227513227511
