,X0.787037037037037,X0.788359788359788,X0.788359788359788.1,X0.771164021164021,X0.747354497354497,X0.781746031746032,X0.784391534391534,X0.805555555555556,X0.78042328042328
1,0.787037037037037,0.7883597883597879,0.7883597883597879,0.771164021164021,0.747354497354497,0.781746031746032,0.7843915343915341,0.805555555555556,0.78042328042328
