,X0.947368421052632,X0.936842105263158,X0.960526315789474,X0.976315789473684,X0.971052631578947,X0.963157894736842,X0.939473684210526,X0.947368421052632.1,X0.960526315789474.1
1,0.9473684210526321,0.9368421052631579,0.9605263157894741,0.9763157894736841,0.9710526315789471,0.9631578947368421,0.9394736842105259,0.9473684210526321,0.9605263157894741
