,X0.944736842105263,X0.926315789473684,X0.955263157894737,X0.973684210526316,X0.971052631578947,X0.955263157894737.1,X0.942105263157895,X0.942105263157895.1,X0.963157894736842
1,0.9447368421052629,0.9263157894736841,0.9552631578947371,0.9736842105263158,0.9710526315789471,0.9552631578947371,0.9421052631578951,0.9421052631578951,0.9631578947368421
