,X0.936842105263158,X0.923684210526316,X0.957894736842105,X0.965789473684211,X0.957894736842105.1,X0.95,X0.921052631578947,X0.936842105263158.1,X0.947368421052632
1,0.9368421052631579,0.9236842105263159,0.9578947368421049,0.965789473684211,0.9578947368421049,0.95,0.921052631578947,0.9368421052631579,0.9473684210526321
