,X0.641843971631206,X0.663120567375887,X0.620567375886525,X0.599290780141844,X0.677304964539007,X0.652482269503546,X0.627659574468085,X0.641843971631206.1,X0.652482269503546.1
1,0.6418439716312061,0.6631205673758871,0.620567375886525,0.599290780141844,0.6773049645390071,0.6524822695035459,0.627659574468085,0.6418439716312061,0.6524822695035459
