,X0.595744680851064,X0.631205673758865,X0.585106382978723,X0.595744680851064.1,X0.620567375886525,X0.602836879432624,X0.624113475177305,X0.627659574468085,X0.624113475177305.1
1,0.5957446808510639,0.631205673758865,0.5851063829787231,0.5957446808510639,0.620567375886525,0.6028368794326241,0.6241134751773051,0.627659574468085,0.6241134751773051
