,X0.712765957446808,X0.705673758865248,X0.691489361702128,X0.691489361702128.1,X0.75886524822695,X0.723404255319149,X0.74113475177305,X0.712765957446808.1,X0.75177304964539
1,0.7127659574468079,0.705673758865248,0.6914893617021279,0.6914893617021279,0.75886524822695,0.7234042553191491,0.74113475177305,0.7127659574468079,0.75177304964539
