,X0.617021276595745,X0.634751773049645,X0.599290780141844,X0.585106382978723,X0.652482269503546,X0.634751773049645.1,X0.602836879432624,X0.617021276595745.1,X0.609929078014184
1,0.617021276595745,0.634751773049645,0.599290780141844,0.5851063829787231,0.6524822695035459,0.634751773049645,0.6028368794326241,0.617021276595745,0.609929078014184
