,X0.938666666666667,X0.932,X0.917333333333333,X0.926666666666667,X0.962666666666667,X0.936,X0.936.1,X0.941333333333333,X0.933333333333333
1,0.938666666666667,0.932,0.917333333333333,0.926666666666667,0.962666666666667,0.9359999999999999,0.9359999999999999,0.941333333333333,0.933333333333333
