,X0.926666666666667,X0.934666666666667,X0.922666666666667,X0.918666666666667,X0.954666666666667,X0.932,X0.933333333333333,X0.94,X0.926666666666667.1
1,0.926666666666667,0.934666666666667,0.922666666666667,0.918666666666667,0.954666666666667,0.932,0.933333333333333,0.94,0.926666666666667
