,X0.807894736842105,X0.781578947368421,X0.815789473684211,X0.881578947368421,X0.857894736842105,X0.857894736842105.1,X0.852631578947368,X0.857894736842105.2,X0.83421052631579
1,0.8078947368421049,0.7815789473684209,0.815789473684211,0.8815789473684209,0.8578947368421049,0.8578947368421049,0.852631578947368,0.8578947368421049,0.83421052631579
