,X0.871052631578947,X0.836842105263158,X0.886842105263158,X0.928947368421053,X0.892105263157895,X0.897368421052632,X0.892105263157895.1,X0.878947368421053,X0.878947368421053.1
1,0.871052631578947,0.8368421052631579,0.886842105263158,0.928947368421053,0.8921052631578951,0.897368421052632,0.8921052631578951,0.878947368421053,0.878947368421053
