,X0.74468085106383,X0.790780141843972,X0.74468085106383.1,X0.705673758865248,X0.74822695035461,X0.769503546099291,X0.773049645390071,X0.734042553191489,X0.783687943262411
1,0.74468085106383,0.790780141843972,0.74468085106383,0.705673758865248,0.74822695035461,0.7695035460992908,0.7730496453900709,0.734042553191489,0.7836879432624109
