,X0.808510638297872,X0.822695035460993,X0.790780141843972,X0.765957446808511,X0.819148936170213,X0.819148936170213.1,X0.819148936170213.2,X0.808510638297872.1,X0.829787234042553
1,0.8085106382978721,0.8226950354609929,0.790780141843972,0.765957446808511,0.8191489361702131,0.8191489361702131,0.8191489361702131,0.8085106382978721,0.8297872340425531
