,X0.75886524822695,X0.801418439716312,X0.773049645390071,X0.737588652482269,X0.776595744680851,X0.819148936170213,X0.812056737588652,X0.75886524822695.1,X0.812056737588652.1
1,0.75886524822695,0.801418439716312,0.7730496453900709,0.7375886524822691,0.7765957446808509,0.8191489361702131,0.8120567375886519,0.75886524822695,0.8120567375886519
