,X0.734042553191489,X0.790780141843972,X0.75177304964539,X0.716312056737589,X0.74468085106383,X0.797872340425532,X0.787234042553192,X0.734042553191489.1,X0.776595744680851
1,0.734042553191489,0.790780141843972,0.75177304964539,0.7163120567375891,0.74468085106383,0.797872340425532,0.7872340425531921,0.734042553191489,0.7765957446808509
