,X0.792537313432836,X0.808955223880597,X0.783582089552239,X0.792537313432836.1,X0.813432835820896,X0.808955223880597.1,X0.817910447761194,X0.828358208955224,X0.804477611940299
1,0.792537313432836,0.808955223880597,0.7835820895522391,0.792537313432836,0.813432835820896,0.808955223880597,0.8179104477611941,0.8283582089552242,0.8044776119402991
