,0
0,0.7925373134328358
1,0.8164179104477612
2,0.7895522388059701
3,0.7805970149253731
4,0.8134328358208955
5,0.8044776119402985
6,0.8313432835820895
7,0.8238805970149253
8,0.8119402985074626
