,X0.795522388059702,X0.8,X0.795522388059702.1,X0.794029850746269,X0.807462686567164,X0.792537313432836,X0.823880597014925,X0.828358208955224,X0.805970149253731
1,0.7955223880597021,0.8,0.7955223880597021,0.7940298507462691,0.807462686567164,0.792537313432836,0.823880597014925,0.8283582089552242,0.8059701492537309
