,X0.804477611940299,X0.814925373134328,X0.788059701492537,X0.804477611940299.1,X0.822388059701493,X0.817910447761194,X0.814925373134328.1,X0.829850746268657,X0.811940298507463
1,0.8044776119402991,0.814925373134328,0.788059701492537,0.8044776119402991,0.822388059701493,0.8179104477611941,0.814925373134328,0.829850746268657,0.8119402985074631
