,X0.854609929078014,X0.858156028368794,X0.854609929078014.1,X0.833333333333333,X0.829787234042553,X0.847517730496454,X0.868794326241135,X0.847517730496454.1,X0.879432624113475
1,0.854609929078014,0.858156028368794,0.854609929078014,0.833333333333333,0.8297872340425531,0.8475177304964541,0.868794326241135,0.8475177304964541,0.8794326241134749
