,X0.854609929078014,X0.861702127659574,X0.858156028368794,X0.833333333333333,X0.822695035460993,X0.854609929078014.1,X0.868794326241135,X0.858156028368794.1,X0.886524822695035
1,0.854609929078014,0.8617021276595741,0.858156028368794,0.833333333333333,0.8226950354609929,0.854609929078014,0.868794326241135,0.858156028368794,0.8865248226950351
