,X0.851063829787234,X0.858156028368794,X0.843971631205674,X0.826241134751773,X0.847517730496454,X0.851063829787234.1,X0.865248226950355,X0.840425531914894,X0.879432624113475
1,0.851063829787234,0.858156028368794,0.8439716312056741,0.8262411347517729,0.8475177304964541,0.851063829787234,0.865248226950355,0.840425531914894,0.8794326241134749
