,X0.843971631205674,X0.861702127659574,X0.808510638297872,X0.801418439716312,X0.843971631205674.1,X0.843971631205674.2,X0.840425531914894,X0.829787234042553,X0.854609929078014
1,0.8439716312056741,0.8617021276595741,0.8085106382978721,0.801418439716312,0.8439716312056741,0.8439716312056741,0.840425531914894,0.8297872340425531,0.854609929078014
