,X0.638805970149254,X0.683582089552239,X0.650746268656716,X0.671641791044776,X0.650746268656716.1,X0.670149253731343,X0.674626865671642,X0.694029850746269,X0.692537313432836
1,0.638805970149254,0.683582089552239,0.650746268656716,0.671641791044776,0.650746268656716,0.670149253731343,0.6746268656716421,0.6940298507462691,0.6925373134328361
