,0
0,0.9791044776119404
1,0.9925373134328358
2,0.9820895522388059
3,0.9761194029850746
4,0.9820895522388059
5,0.9880597014925372
6,0.9731343283582088
7,0.9940298507462688
8,0.9835820895522388
