,X0.646268656716418,X0.686567164179104,X0.646268656716418.1,X0.67910447761194,X0.667164179104478,X0.688059701492537,X0.697014925373134,X0.697014925373134.1,X0.711940298507463
1,0.646268656716418,0.686567164179104,0.646268656716418,0.6791044776119399,0.6671641791044781,0.6880597014925369,0.697014925373134,0.697014925373134,0.711940298507463
