,X0.746268656716418,X0.756716417910448,X0.735820895522388,X0.738805970149254,X0.746268656716418.1,X0.743283582089552,X0.767164179104478,X0.770149253731343,X0.773134328358209
1,0.746268656716418,0.756716417910448,0.7358208955223879,0.7388059701492541,0.746268656716418,0.743283582089552,0.7671641791044781,0.770149253731343,0.7731343283582092
