,X0.821333333333333,X0.814666666666667,X0.814666666666667.1,X0.822666666666667,X0.84,X0.8,X0.812,X0.830666666666667,X0.816
1,0.821333333333333,0.814666666666667,0.814666666666667,0.822666666666667,0.84,0.8,0.812,0.830666666666667,0.816
