,X0.67910447761194,X0.701492537313433,X0.680597014925373,X0.695522388059701,X0.686567164179104,X0.691044776119403,X0.694029850746269,X0.694029850746269.1,X0.708955223880597
1,0.6791044776119399,0.701492537313433,0.680597014925373,0.695522388059701,0.686567164179104,0.691044776119403,0.6940298507462691,0.6940298507462691,0.7089552238805971
