,X0.665671641791045,X0.7,X0.67910447761194,X0.704477611940298,X0.697014925373134,X0.697014925373134.1,X0.683582089552239,X0.682089552238806,X0.705970149253731
1,0.6656716417910451,0.7,0.6791044776119399,0.7044776119402979,0.697014925373134,0.697014925373134,0.683582089552239,0.6820895522388061,0.7059701492537309
