,X0.686567164179104,X0.694029850746269,X0.674626865671642,X0.685074626865672,X0.682089552238806,X0.685074626865672.1,X0.686567164179104.1,X0.695522388059701,X0.708955223880597
1,0.686567164179104,0.6940298507462691,0.6746268656716421,0.685074626865672,0.6820895522388061,0.685074626865672,0.686567164179104,0.695522388059701,0.7089552238805971
