,X0.971052631578947,X0.973684210526316,X0.971052631578947.1,X0.978947368421053,X0.973684210526316.1,X0.976315789473684,X0.965789473684211,X0.957894736842105,X0.976315789473684.1
1,0.9710526315789471,0.9736842105263158,0.9710526315789471,0.978947368421053,0.9736842105263158,0.9763157894736841,0.965789473684211,0.9578947368421049,0.9763157894736841
