,X0.984210526315789,X0.989473684210526,X0.981578947368421,X0.981578947368421.1,X0.976315789473684,X0.981578947368421.2,X0.976315789473684.1,X0.971052631578947,X0.973684210526316
1,0.9842105263157891,0.989473684210526,0.981578947368421,0.981578947368421,0.9763157894736841,0.981578947368421,0.9763157894736841,0.9710526315789471,0.9736842105263158
