,X0.968421052631579,X0.984210526315789,X0.978947368421053,X0.981578947368421,X0.976315789473684,X0.978947368421053.1,X0.973684210526316,X0.957894736842105,X0.965789473684211
1,0.9684210526315791,0.9842105263157891,0.978947368421053,0.981578947368421,0.9763157894736841,0.978947368421053,0.9736842105263158,0.9578947368421049,0.965789473684211
