,X0.968421052631579,X0.965789473684211,X0.960526315789474,X0.978947368421053,X0.973684210526316,X0.971052631578947,X0.965789473684211.1,X0.955263157894737,X0.968421052631579.1
1,0.9684210526315791,0.965789473684211,0.9605263157894741,0.978947368421053,0.9736842105263158,0.9710526315789471,0.965789473684211,0.9552631578947371,0.9684210526315791
