,X0.978947368421053,X0.989473684210526,X0.981578947368421,X0.981578947368421.1,X0.976315789473684,X0.976315789473684.1,X0.973684210526316,X0.960526315789474,X0.968421052631579
1,0.978947368421053,0.989473684210526,0.981578947368421,0.981578947368421,0.9763157894736841,0.9763157894736841,0.9736842105263158,0.9605263157894741,0.9684210526315791
