,0
0,0.9736842105263158
1,0.9763157894736842
2,0.9710526315789474
3,0.9763157894736842
4,0.9815789473684212
5,0.9736842105263158
6,0.9763157894736842
7,0.9684210526315791
8,0.9815789473684212
