,X0.937869822485207,X0.955621301775148,X0.931952662721893,X0.95414201183432,X0.931952662721893.1,X0.957100591715976,X0.937869822485207.1,X0.948224852071006,X0.942307692307692
1,0.937869822485207,0.9556213017751479,0.9319526627218929,0.95414201183432,0.9319526627218929,0.957100591715976,0.937869822485207,0.948224852071006,0.9423076923076921
