,X0.943786982248521,X0.952662721893491,X0.930473372781065,X0.951183431952663,X0.937869822485207,X0.952662721893491.1,X0.928994082840237,X0.942307692307692,X0.942307692307692.1
1,0.943786982248521,0.952662721893491,0.930473372781065,0.9511834319526629,0.937869822485207,0.952662721893491,0.928994082840237,0.9423076923076921,0.9423076923076921
