,X0.939349112426035,X0.951183431952663,X0.937869822485207,X0.951183431952663.1,X0.930473372781065,X0.964497041420118,X0.943786982248521,X0.946745562130177,X0.949704142011834
1,0.9393491124260351,0.9511834319526629,0.937869822485207,0.9511834319526629,0.930473372781065,0.9644970414201179,0.943786982248521,0.946745562130177,0.9497041420118341
