,X0.940828402366864,X0.952662721893491,X0.92603550295858,X0.957100591715976,X0.940828402366864.1,X0.951183431952663,X0.933431952662722,X0.945266272189349,X0.940828402366864.2
1,0.940828402366864,0.952662721893491,0.92603550295858,0.957100591715976,0.940828402366864,0.9511834319526629,0.933431952662722,0.9452662721893491,0.940828402366864
