,X0.589181286549708,X0.558479532163743,X0.533625730994152,X0.618421052631579,X0.618421052631579.1,X0.599415204678363,X0.593567251461988,X0.548245614035088,X0.574561403508772
1,0.589181286549708,0.5584795321637429,0.533625730994152,0.618421052631579,0.618421052631579,0.599415204678363,0.593567251461988,0.548245614035088,0.5745614035087719
