,0
0,0.6549707602339181
1,0.6038011695906432
2,0.597953216374269
3,0.6988304093567251
4,0.6491228070175439
5,0.6578947368421053
6,0.6228070175438597
7,0.6637426900584795
8,0.6403508771929824
