,X0.734042553191489,X0.730496453900709,X0.698581560283688,X0.684397163120567,X0.765957446808511,X0.74113475177305,X0.780141843971631,X0.734042553191489.1,X0.75177304964539
1,0.734042553191489,0.7304964539007092,0.698581560283688,0.6843971631205671,0.765957446808511,0.74113475177305,0.7801418439716309,0.734042553191489,0.75177304964539
