,X0.719858156028369,X0.734042553191489,X0.726950354609929,X0.702127659574468,X0.74468085106383,X0.74468085106383.1,X0.74468085106383.2,X0.74468085106383.3,X0.737588652482269
1,0.7198581560283691,0.734042553191489,0.7269503546099291,0.702127659574468,0.74468085106383,0.74468085106383,0.74468085106383,0.74468085106383,0.7375886524822691
