,X0.726950354609929,X0.737588652482269,X0.716312056737589,X0.680851063829787,X0.75177304964539,X0.737588652482269.1,X0.75886524822695,X0.74113475177305,X0.74113475177305.1
1,0.7269503546099291,0.7375886524822691,0.7163120567375891,0.6808510638297869,0.75177304964539,0.7375886524822691,0.75886524822695,0.74113475177305,0.74113475177305
