,X0.916666666666667,X0.937830687830688,X0.92989417989418,X0.939153439153439,X0.911375661375661,X0.928571428571429,X0.927248677248677,X0.92989417989418.1,X0.917989417989418
1,0.916666666666667,0.937830687830688,0.92989417989418,0.9391534391534391,0.911375661375661,0.9285714285714292,0.927248677248677,0.92989417989418,0.9179894179894179
