,X0.895502645502645,X0.91005291005291,X0.902116402116402,X0.898148148148148,X0.874338624338624,X0.898148148148148.1,X0.896825396825397,X0.902116402116402.1,X0.880952380952381
1,0.895502645502645,0.91005291005291,0.902116402116402,0.8981481481481479,0.8743386243386241,0.8981481481481479,0.896825396825397,0.902116402116402,0.880952380952381
