,X0.900793650793651,X0.917989417989418,X0.900793650793651.1,X0.916666666666667,X0.898148148148148,X0.908730158730159,X0.914021164021164,X0.916666666666667.1,X0.900793650793651.2
1,0.9007936507936509,0.9179894179894179,0.9007936507936509,0.916666666666667,0.8981481481481479,0.908730158730159,0.9140211640211641,0.916666666666667,0.9007936507936509
