,X0.73134328358209,X0.737313432835821,X0.697014925373134,X0.732835820895522,X0.735820895522388,X0.735820895522388.1,X0.750746268656716,X0.767164179104478,X0.759701492537313
1,0.73134328358209,0.737313432835821,0.697014925373134,0.7328358208955219,0.7358208955223879,0.7358208955223879,0.7507462686567159,0.7671641791044781,0.759701492537313
