,X0.732835820895522,X0.753731343283582,X0.713432835820896,X0.746268656716418,X0.753731343283582.1,X0.741791044776119,X0.750746268656716,X0.758208955223881,X0.770149253731343
1,0.7328358208955219,0.753731343283582,0.713432835820896,0.746268656716418,0.753731343283582,0.741791044776119,0.7507462686567159,0.758208955223881,0.770149253731343
