,0
0,0.9597014925373134
1,0.9611940298507464
2,0.9671641791044776
3,0.953731343283582
4,0.9686567164179104
5,0.9492537313432836
6,0.9552238805970148
7,0.964179104477612
8,0.9447761194029852
