,X0.9,X0.863157894736842,X0.9.1,X0.939473684210526,X0.928947368421053,X0.910526315789474,X0.9.2,X0.905263157894737,X0.910526315789474.1
1,0.9,0.863157894736842,0.9,0.9394736842105259,0.928947368421053,0.9105263157894741,0.9,0.9052631578947371,0.9105263157894741
