,X0.884210526315789,X0.826315789473684,X0.884210526315789.1,X0.928947368421053,X0.897368421052632,X0.905263157894737,X0.894736842105263,X0.902631578947368,X0.894736842105263.1
1,0.8842105263157891,0.8263157894736841,0.8842105263157891,0.928947368421053,0.897368421052632,0.9052631578947371,0.8947368421052628,0.902631578947368,0.8947368421052628
