,X0.863636363636364,X0.834928229665072,X0.861244019138756,X0.811004784688995,X0.827751196172249,X0.818181818181818,X0.818181818181818.1,X0.832535885167464,X0.834928229665072.1
1,0.8636363636363641,0.834928229665072,0.8612440191387559,0.8110047846889951,0.827751196172249,0.818181818181818,0.818181818181818,0.8325358851674641,0.834928229665072
