,X0.894666666666667,X0.905333333333333,X0.888,X0.882666666666667,X0.918666666666667,X0.897333333333333,X0.898666666666667,X0.912,X0.886666666666667
1,0.894666666666667,0.905333333333333,0.888,0.882666666666667,0.918666666666667,0.897333333333333,0.8986666666666671,0.912,0.886666666666667
