,X0.894736842105263,X0.888888888888889,X0.915204678362573,X0.915204678362573.1,X0.919590643274854,X0.907894736842105,X0.900584795321637,X0.891812865497076,X0.912280701754386
1,0.8947368421052628,0.8888888888888891,0.9152046783625729,0.9152046783625729,0.919590643274854,0.907894736842105,0.900584795321637,0.891812865497076,0.912280701754386
